1.079130331599383226e+03,1.938890899669357395e+03,2.228110190427518319e+03,2.445475023517316913e+03,2.586974757957414113e+03
1.526555426365246603e+03,2.040926125725060729e+03,2.308928986794132470e+03,2.509350446896984067e+03,2.609094301351065951e+03
1.754040760191191794e+03,2.136168593521554158e+03,2.387149040210689236e+03,2.563568909726944185e+03,2.605820156661607598e+03
1.899644119191601931e+03,2.227402113798536902e+03,2.461372224665528847e+03,2.601603461037267607e+03,2.569979697810821563e+03
2.018336095123591122e+03,2.315619204048058691e+03,2.528492141507113502e+03,2.615517398926008809e+03,2.490173741234994850e+03
2.125634670809139607e+03,2.400537709903954237e+03,2.582767191376060055e+03,2.597285002538952540e+03,2.351246934364307890e+03
2.226931902339772932e+03,2.480306615152181166e+03,2.615592457496542465e+03,2.536072167962778167e+03,2.149655967718910688e+03
2.324115559811717503e+03,2.550599080804529876e+03,2.617205890597707366e+03,2.414880820041144034e+03,2.029537305886029117e+03
2.417005073255588286e+03,2.603414946808123204e+03,2.576717557764994126e+03,2.217629281361683752e+03,1.930996933470804834e+03
2.503084305826977015e+03,2.627440516895657765e+03,2.476735455142262708e+03,2.032677305740150359e+03,1.839558979615523413e+03
2.576132845774138332e+03,2.610274361277208754e+03,2.295970367318010176e+03,1.926134991472934871e+03,1.752092296354379187e+03
2.624842894583858651e+03,2.534945745514915870e+03,2.049784576268932597e+03,1.829435383041526848e+03,1.666918721177141833e+03
2.634345820084887237e+03,2.375784135020868689e+03,1.920730855562735997e+03,1.737654260566612038e+03,1.582755970662353093e+03
2.587188676157097689e+03,2.113167358239661553e+03,1.818520059305265022e+03,1.648695787097216908e+03,1.497980082899817489e+03
2.455480241296002532e+03,1.925100360994601260e+03,1.723567024309511453e+03,1.560939547704491815e+03,1.408726837263217476e+03
