6.855717495994209543e+00,2.328111863270177295e+01,3.130641182108964315e+01,3.830994991210575051e+01,4.340370949965465996e+01
1.345178783701689973e+01,2.526148520202099590e+01,3.297913726457791483e+01,3.950641993616551417e+01,4.306828821923537021e+01
1.776346939707856976e+01,2.709803977919839824e+01,3.443851561382098225e+01,4.032029433676048313e+01,4.179811402753487215e+01
2.052020461045323785e+01,2.883097615103239519e+01,3.582092893953258539e+01,4.051931307678799499e+01,3.942258883320369733e+01
2.268862371824340229e+01,3.049320566117387443e+01,3.694839297423636282e+01,3.988385606756502710e+01,3.577117811739891806e+01
2.460175727812381297e+01,3.198299812884258131e+01,3.761135228557387222e+01,3.809125346463409301e+01,3.077418449539138479e+01
2.636684011051054100e+01,3.333885121182066058e+01,3.751779220423153305e+01,3.506009195279712287e+01,2.504362656246916430e+01
2.803147050228017534e+01,3.437806988058356694e+01,3.640541777174510685e+01,3.059746091168913296e+01,2.223089450395866962e+01
2.958530315483961459e+01,3.483692522252010804e+01,3.406379158486036118e+01,2.494628545131483932e+01,1.999388465206842724e+01
3.085385273270758333e+01,3.440272439172102281e+01,3.022521261869415099e+01,2.072368216447666711e+01,1.796133205241394393e+01
3.177220696199276873e+01,3.274263696041701621e+01,2.497394768355676575e+01,1.847589102634375990e+01,1.612109165417343348e+01
3.196032133887558757e+01,2.962356636568233981e+01,1.958975827281591719e+01,1.650499587182842376e+01,1.442180154148685389e+01
3.103469044766617913e+01,2.490686848070545523e+01,1.708090584309362470e+01,1.473888708800533998e+01,1.284643208998419794e+01
2.870820563482105570e+01,1.904018458961385463e+01,1.516816602321891239e+01,1.312097243389388446e+01,1.139068431598768250e+01
2.466018212348131300e+01,1.593141597689351308e+01,1.349831941280068826e+01,1.161827801222385226e+01,9.967866451412081830e+00
